verð,stærð,fjherb,fjklós,lyfta,fjhæð,fjbílast,fjbkar,fjsturt
16884000,82.5,1,1,0,1,0,1,0
9000000,48.5,1,1,0,1,0,1,0
15500000,60.4,1,1,0,1,0,0,1
28963000,106.5,3,1,0,1,1,1,0
15695000,52.4,1,1,0,1,0,1,0
13000000,53.2,1,1,1,1,0,1,0
22354000,98.4,2,1,0,1,0,1,1
21716000,99.0,2,1,0,1,0,1,1
17949000,57.5,1,1,1,1,0,1,0
18296000,78.1,2,1,0,1,0,1,0
22725000,79.8,1,1,1,1,0,0,1
28079000,102.9,2,1,0,1,0,0,1
14193000,60.4,1,1,0,1,0,1,0
20028000,75.2,2,1,0,1,0,1,0
23777000,92.8,2,1,1,1,1,1,0
32421000,103.5,2,1,1,1,1,1,1
8950000,67.5,2,1,0,1,0,0,1
27272000,104.1,3,1,2,1,1,1,0
16516000,40.5,1,1,0,1,0,1,0
19210000,63.1,2,1,0,1,0,0,1
41829000,124.2,2,1,2,1,2,0,1
35710000,103.3,2,1,0,1,1,1,0
15483000,78.4,2,1,0,1,0,1,0
10000000,56.2,1,1,1,1,0,0,1
18845000,66.1,2,1,0,1,0,1,0
14245000,62.5,2,1,0,2,0,1,0
23336000,68.8,1,1,0,1,0,1,0
30942000,97.5,2,1,1,1,1,1,0
23500000,90.8,3,1,1,1,1,1,0
23614000,125.9,3,1,0,1,0,1,0
15111000,90.4,3,1,0,1,0,1,0
25972000,84.5,2,1,0,1,1,1,0
27998000,107.4,2,1,0,1,0,0,1
10952000,56.4,1,1,0,1,0,1,0
18485000,101.7,2,1,0,2,0,1,0
41527000,110.9,2,1,4,1,1,0,1
25191000,100.4,1,1,0,1,0,1,1
23426000,126.7,4,1,0,2,1,1,1
16012000,56.7,1,1,0,1,0,0,1
19993000,82.0,2,1,2,1,0,1,0
24282000,94.4,2,1,0,1,0,1,0
3500000,62.4,2,1,0,1,0,0,1
34962000,126.4,2,2,2,1,1,1,1
29787000,107.1,2,1,3,1,1,1,1
32840000,103.5,2,1,1,1,1,1,1
29977000,144.3,4,2,0,2,0,1,1
37934000,128.2,3,1,0,1,0,1,0
22364000,100.8,3,1,2,1,0,1,0
33500000,119.7,3,1,1,1,0,1,1
22448000,80.9,2,1,0,1,1,1,1
14972000,54.7,1,1,0,1,0,1,0
22486000,97.0,2,1,0,1,0,0,1
16500000,77.3,1,1,1,1,0,1,0
29096000,101.7,2,1,1,1,1,1,0
22982000,92.1,2,1,1,1,0,1,1
24926000,91.8,2,1,0,1,0,1,0
17700000,85.5,2,1,0,1,0,0,1
16486000,50.7,1,1,2,1,0,0,1
13975000,45.2,1,1,0,1,0,0,1
24466000,73.8,1,1,0,1,0,1,0
15677000,44.1,1,1,0,1,0,1,0
16758000,56.3,1,1,0,1,0,0,1
30374000,93.0,2,1,1,1,1,0,1
22736000,94.6,3,1,0,1,0,1,0
18686000,102.2,3,1,0,1,0,1,0
24028000,102.9,2,1,1,1,1,1,1
14535000,59.1,1,1,0,1,0,1,0
19500000,105.9,3,1,0,1,0,1,0
17987000,113.9,4,1,0,2,0,1,0
23145000,95.4,2,1,0,1,0,1,1
18000000,62.2,1,1,0,1,1,0,1
15246000,88.0,2,1,0,1,0,1,0
21039000,96.6,1,1,0,1,0,1,1
39555000,134.3,4,2,0,1,0,0,1
22907000,107.3,2,1,0,1,0,1,0
34260000,86.2,2,1,4,1,1,0,1
20217000,70.6,1,1,0,1,0,0,1
18461000,61.5,1,1,2,1,1,1,0
15486000,55.2,1,1,0,1,0,0,1
20473000,69.6,2,1,0,1,0,1,0
21489000,62.8,2,1,0,1,0,0,1
18494000,92.4,2,1,0,1,0,1,0
22979000,109.2,2,1,0,1,0,1,0
24212000,104.3,3,1,0,1,0,0,1
32000000,130.5,0,1,0,1,0,1,0
23492000,92.8,2,1,0,1,0,0,1
23800000,91.5,3,1,0,1,0,0,1
17589000,63.0,2,1,0,1,0,1,0
28542000,119.1,4,1,1,1,1,1,1
27564000,110.1,4,1,1,1,0,1,0
13971000,73.3,3,1,0,1,0,0,1
19085000,78.1,1,1,0,1,0,0,1
22358000,81.4,3,1,0,1,0,1,0
21949000,93.1,2,1,1,1,1,1,1
24193000,87.7,3,1,0,1,0,1,0
16077000,67.7,1,1,0,1,0,0,1
27008000,100.0,3,1,0,1,0,0,1
20412000,109.2,3,1,0,1,0,1,0
7200000,55.6,0,1,1,1,0,0,1
22983000,100.7,3,1,0,2,0,1,0
35914000,126.1,2,2,2,1,1,1,1
25361000,94.3,2,1,2,1,1,0,1
27779000,93.2,3,1,0,1,0,1,0
29546000,82.0,1,1,2,1,1,0,1
44654000,126.8,2,2,2,1,1,0,1
42860000,126.8,2,2,2,1,1,0,1
43805000,126.8,2,2,2,1,1,0,1
71018000,186.3,2,2,2,1,2,2,1
44750000,126.8,2,2,2,1,1,0,1
43805000,126.8,2,2,2,1,1,0,1
28128000,82.0,1,1,2,1,1,0,1
33775000,104.5,3,1,1,1,1,1,1
27469000,95.2,2,1,0,1,0,1,1
23959000,80.4,3,1,0,1,0,0,1
17248000,69.1,2,1,0,1,0,1,1
28448000,119.1,3,1,1,1,1,1,0
17171000,75.9,2,1,1,1,0,1,0
14500000,77.6,2,1,1,1,0,1,0
14986000,63.5,1,1,0,1,0,0,1
13183000,49.7,3,1,0,1,0,1,0
17492000,84.0,2,1,0,1,0,0,1
22380000,79.5,3,1,0,1,0,1,1
26751000,102.9,3,1,0,1,0,1,0
18972000,74.0,2,0,1,1,0,1,1
17370000,60.7,1,1,0,1,0,1,0
34476000,97.5,2,1,1,1,1,1,0
26072000,128.1,4,1,0,2,0,0,1
11696000,48.4,1,1,0,1,0,1,0
32672000,103.5,2,1,1,1,1,1,0
27986000,119.5,3,1,2,1,0,1,1
16286000,61.6,1,1,0,1,0,1,1
30715000,115.0,4,1,3,1,1,1,0
16071000,82.0,2,1,0,1,0,1,0
19593000,74.7,2,1,0,1,0,1,0
32102000,108.6,2,1,0,1,0,1,0
18073000,54.8,2,1,0,1,0,1,0
26775000,101.2,4,1,0,1,0,1,0
28021000,102.7,3,1,1,1,0,1,0
18372000,78.4,1,1,0,1,0,1,0
36959000,135.5,5,2,0,2,0,1,1
25924000,90.1,2,1,0,1,0,0,1
17504000,92.1,2,1,0,1,1,1,0
41646000,118.6,3,1,0,1,0,1,1
25844000,74.7,1,1,1,1,0,1,0
11479000,58.9,1,1,1,1,0,1,0
9700000,59.9,1,1,0,1,0,1,0
18184000,111.0,3,1,0,1,0,1,0
33932000,126.6,3,2,0,2,0,1,0
32443000,95.1,2,1,0,1,0,1,0
14280000,64.6,1,1,0,1,0,0,1
23656000,103.6,3,1,0,1,0,1,0
18733000,66.5,3,1,0,1,0,1,0
28920000,76.1,3,1,0,2,0,0,1
22680000,126.2,3,1,0,1,1,1,1
23975000,91.7,2,1,2,1,1,0,1
23254000,104.0,3,1,1,1,0,1,0
17640000,73.6,2,1,0,1,0,1,0
21640000,99.0,3,1,0,2,0,1,0
12157000,77.7,2,1,0,1,0,1,0
23483000,92.0,2,1,0,1,0,0,1
16973000,75.1,2,1,0,1,0,1,0
8000000,67.5,2,1,0,1,0,0,1
24344000,98.9,3,1,0,1,0,1,0
20319000,88.3,3,1,0,1,0,1,0
17795000,74.2,3,1,0,1,0,1,0
16559000,85.7,3,1,0,1,0,1,0
24179000,98.0,2,1,0,1,0,1,0
16500000,66.8,1,1,0,1,0,1,0
25412000,111.6,3,1,0,1,0,1,0
12307000,84.2,2,1,0,1,0,1,0
29241000,111.0,2,1,3,1,1,1,1
24057000,89.4,2,1,0,1,0,1,1
21477000,83.7,2,1,0,1,0,1,1
27169000,101.8,2,2,0,2,0,1,1
30588000,117.2,3,1,2,1,1,1,1
17696000,73.1,2,1,0,1,0,1,0
13996000,86.4,2,1,0,1,0,1,0
29000000,111.5,1,1,3,1,1,0,1
22443000,110.0,3,1,0,1,0,1,1
17853000,94.0,2,1,0,1,0,0,1
28859000,118.6,2,1,0,1,0,1,1
34855000,135.9,2,2,2,1,1,0,1
15907000,66.4,2,1,0,1,0,1,0
26986000,106.1,2,1,2,1,1,1,1
18138000,84.1,2,1,0,1,0,0,1
19130000,100.7,3,1,0,1,0,1,0
21078000,75.3,1,1,0,1,0,1,0
27936000,115.1,3,2,0,2,1,1,0
25241000,101.7,2,1,1,1,1,1,0
15461000,57.0,1,1,0,1,0,1,0
15336000,70.6,1,1,0,1,0,1,0
11500000,68.1,1,1,0,1,0,1,0
26860000,101.5,2,1,0,1,0,1,1
21186000,76.6,2,1,0,1,0,1,0
27000000,97.9,2,1,2,1,1,0,1
9872000,36.6,1,1,0,1,0,1,0
16273000,46.1,1,1,0,1,0,1,0
13728000,77.9,2,1,0,1,0,1,0
12500000,82.2,2,1,0,1,0,1,0
14009000,80.8,2,1,0,1,0,1,0
22445000,74.0,2,1,0,1,0,1,0
23719000,103.5,3,1,0,1,0,1,1
24360000,93.9,2,1,1,1,0,1,1
38958000,155.5,6,2,0,1,0,1,1
27720000,109.7,4,2,0,2,1,1,0
28020000,91.3,2,1,0,1,0,1,0
21400000,93.8,2,1,0,1,0,1,0
39154000,115.7,3,1,0,1,0,1,0
22000000,99.2,3,1,0,1,1,1,0
10300000,93.1,2,1,0,1,0,1,0
36338000,120.6,2,2,3,1,1,1,1
18640000,100.8,4,1,0,2,0,1,0
36609000,111.7,2,1,3,1,1,0,1
21438000,70.3,2,1,0,1,1,1,0
23705000,72.9,2,1,0,1,1,1,0
8819000,111.2,3,1,0,1,0,1,0
14459000,72.2,2,1,0,1,0,1,0
18116000,69.6,1,1,1,1,0,0,1
31658000,88.5,1,1,1,1,1,0,1
29000000,106.9,2,1,3,1,1,1,1
20932000,91.7,2,1,1,1,0,0,1
20996000,70.5,2,1,0,1,0,1,0
25432000,88.4,3,1,0,1,0,1,1
16921000,84.7,2,1,0,1,0,1,0
17210000,91.1,3,1,0,1,0,1,0
23303000,79.3,2,1,0,1,0,1,1
21226000,71.2,1,1,0,1,0,1,0
21735000,85.2,2,1,0,1,0,0,1
28721000,117.7,3,1,0,1,0,1,1
25525000,101.7,2,1,1,1,0,0,1
15997000,70.5,1,1,1,1,0,1,0
21377000,100.9,3,1,0,1,0,1,1
18237000,62.5,1,1,1,1,1,1,0
28496000,102.9,3,1,0,1,0,0,1
12500000,63.2,2,1,0,1,0,1,1
16340000,66.8,2,1,0,1,0,1,0
19855000,64.2,1,1,0,1,0,1,1
18846000,89.7,2,1,0,1,0,1,1
16205000,79.0,2,1,0,1,0,1,0
22389000,79.1,2,1,0,1,0,1,0
16971000,81.8,1,1,0,1,0,1,0
16562000,76.4,1,1,0,1,0,1,0
28147000,118.0,4,1,2,1,1,1,0
31267000,142.3,6,2,0,2,0,1,1
14342000,60.7,1,1,0,1,0,0,1
19487000,89.5,3,1,0,1,0,1,0
20372000,89.5,3,1,0,1,0,0,1
25292000,100.5,3,1,1,1,0,1,1
43312000,167.9,5,2,0,1,0,0,1
29584000,103.0,2,1,0,1,0,0,1
34802000,135.2,5,2,0,1,0,1,1
27498000,85.3,2,1,2,1,0,0,1
16866000,64.3,1,1,4,1,0,0,1
25377000,78.4,2,0,0,1,0,0,0
7439000,59.3,1,1,0,1,0,1,0
27815000,107.5,4,1,0,1,0,1,0
29444000,140.2,3,2,0,2,0,1,0
30774000,100.1,3,1,0,1,0,1,0
20850000,61.0,2,1,0,1,0,1,0
21418000,69.3,2,1,0,1,0,1,0
18180000,52.0,1,1,1,1,0,0,1
18500000,83.5,2,1,0,1,0,1,0
32857000,114.1,2,1,0,1,0,1,1
7565000,72.1,2,1,0,1,0,1,0
4993000,81.4,1,1,0,2,0,0,1
7734000,93.8,2,1,0,1,0,1,0
9591000,57.4,2,1,0,1,0,0,1
4000000,28.9,3,0,0,1,0,0,0
13397000,69.0,1,1,0,1,0,1,0
16599000,70.0,1,1,0,1,0,1,0
11696000,51.9,1,1,0,1,0,1,0
28008000,131.9,5,2,0,2,0,1,0
16978000,71.2,1,1,1,1,0,1,0
29946000,107.1,2,1,3,1,1,1,1
20645000,79.2,1,1,1,1,0,1,0
25691000,99.4,3,1,0,1,0,1,0
39523000,136.0,2,1,0,1,0,1,1
17651000,57.5,2,1,0,1,0,0,1
31946000,122.1,2,1,0,2,0,1,0
18945000,106.5,2,1,0,1,0,1,0
20663000,66.2,2,1,0,2,0,1,0
19351000,63.6,2,1,0,1,0,1,0
14817000,67.7,1,1,1,1,0,0,1
17640000,100.8,2,1,0,1,0,1,0
21900000,75.6,2,1,0,1,0,1,0
26636000,101.4,3,1,1,1,0,1,0
27789000,104.5,3,1,1,1,0,1,0
25750000,93.7,2,1,0,2,0,0,1
17756000,65.6,1,1,0,1,1,1,0
10370000,57.7,1,1,0,1,0,1,0
25973000,118.9,2,1,1,1,0,1,0
19560000,89.4,2,1,0,1,0,0,1
19213000,71.6,1,1,0,1,0,0,1
24772000,99.9,2,1,1,1,0,1,0
12280000,38.8,1,1,0,1,0,1,0
19917000,96.8,3,1,0,1,0,1,0
10744000,106.9,2,1,0,1,0,1,0
19680000,112.3,2,1,0,2,0,1,0
18877000,94.3,2,1,0,1,0,1,0
28212000,94.3,2,1,2,1,1,1,1
31015000,97.5,2,1,2,1,1,0,1
17985000,78.4,1,1,0,1,0,0,1
33795000,124.7,3,1,2,1,1,1,1
34089000,124.7,3,1,2,1,1,1,1
21921000,102.2,2,1,1,1,1,1,0
21921000,102.2,2,1,1,1,1,1,0
25525000,83.1,2,1,0,1,0,1,0
42084000,119.0,2,2,2,1,1,0,1
16674000,74.2,2,1,0,1,0,1,0
28140000,119.2,3,1,0,1,0,1,0
26664000,94.5,3,1,0,2,0,1,0
23110000,89.8,2,1,0,1,0,1,1
18500000,80.8,2,1,0,1,0,0,1
10308000,66.7,1,1,0,1,0,1,0
23000000,70.4,2,1,0,1,0,1,0
30311000,108.5,2,1,3,1,1,1,1
42378000,136.3,2,2,2,1,1,0,1
17826000,75.1,2,1,0,1,0,1,0
41641000,156.1,2,1,0,1,0,0,1
21589000,101.9,3,1,0,1,0,0,1
32100000,108.8,3,1,1,1,1,1,1
12500000,92.7,3,1,0,1,0,1,0
9394000,54.8,1,1,0,1,0,1,0
13200000,67.4,1,1,0,1,0,0,1
25076000,82.8,1,1,0,1,0,0,1
38279000,197.6,3,2,0,1,0,1,1
30479000,135.1,5,2,0,2,0,1,0
20972000,86.0,2,1,0,1,0,1,0
20900000,46.6,1,1,0,1,0,1,0
8400000,74.9,2,1,0,1,0,0,1
10359000,89.1,2,1,0,1,0,1,0
14991000,52.5,1,1,0,1,1,1,0
32300000,113.8,3,1,0,1,0,1,1
32163000,107.7,2,1,1,1,1,1,1
19324000,72.0,0,1,0,1,0,1,0
33841000,155.3,3,1,0,1,0,1,1
27369000,113.6,3,1,0,1,0,1,0
27072000,106.5,3,2,0,2,1,1,0
37117000,121.1,3,1,0,1,2,1,0
10456000,96.2,2,1,0,1,0,0,1
22459000,94.3,2,1,1,1,1,0,1
24919000,91.7,3,1,1,1,2,1,0
15769000,53.4,0,1,0,1,0,0,1
14523000,38.2,1,1,0,1,0,1,0
35854000,146.3,4,1,1,1,0,1,1
22512000,73.0,2,1,0,1,1,1,0
35680000,135.9,2,1,2,1,1,1,0
15369000,65.8,2,1,0,1,0,1,0
27360000,110.7,3,1,1,1,1,1,1
34086000,114.5,2,2,1,1,0,1,0
22688000,118.8,3,1,0,1,0,1,0
22804000,88.7,3,1,1,1,0,1,0
28979000,90.5,2,1,0,1,0,1,0
14200000,86.9,1,1,1,1,0,1,0
20448000,90.4,2,1,0,1,0,1,0
17589000,56.1,1,1,0,1,0,1,0
27688000,130.7,3,1,1,1,1,1,0
20861000,68.1,1,1,0,1,0,0,1
33526000,108.9,2,1,0,2,0,1,1
20160000,83.9,2,1,0,1,0,1,0
28160000,120.4,4,1,0,1,1,0,1
17096000,95.5,3,1,0,2,0,1,0
29900000,116.2,3,1,1,1,1,1,1
15886000,87.4,2,1,1,1,0,1,0
34726000,97.6,1,1,0,1,0,1,1
17729000,52.5,1,1,2,1,0,0,1
20764000,70.5,2,1,0,1,0,1,0
16388000,66.8,2,1,0,1,0,1,0
16344000,56.5,1,1,0,1,0,1,0
9258000,58.6,1,1,0,1,0,1,0
29949000,108.1,3,1,0,1,0,1,0
19650000,84.7,2,1,0,1,0,1,0
17875000,79.9,2,1,0,1,0,1,0
30870000,125.2,3,1,1,1,1,1,0
25086000,91.8,2,1,0,1,0,0,1
20993000,65.8,2,1,0,1,0,1,0
28593000,109.8,2,1,1,1,1,1,1
34742000,128.6,3,1,0,2,0,1,1
11800000,62.2,1,1,1,1,0,1,0
25979000,90.5,2,1,2,1,1,1,1
16379000,57.7,1,1,0,1,0,1,0
25214000,101.7,2,1,1,1,1,1,0
18000000,53.7,2,1,0,1,0,0,1
8000000,51.5,1,1,1,1,0,0,1
29449000,89.4,2,1,2,1,0,0,1
26334000,101.1,2,1,0,1,0,1,0
32253000,128.7,4,1,0,1,0,1,1
12498000,67.3,2,1,0,1,0,0,1
14469000,63.2,1,1,0,1,0,1,0
18025000,90.0,2,1,0,1,0,1,0
14259000,93.5,2,1,0,1,0,1,0
6966000,61.9,1,1,0,1,0,0,1
24212000,102.0,0,0,1,1,1,0,0
35099000,120.3,2,2,3,1,1,1,1
21545000,88.9,2,1,0,1,0,1,0
12785000,55.0,1,1,0,1,0,1,0
31080000,137.6,4,2,0,2,0,1,0
18823000,83.7,2,1,0,2,0,1,0
17954000,90.4,3,1,0,1,0,1,0
20076000,118.0,3,1,0,2,0,1,0
25120000,80.1,2,1,1,1,1,1,0
14902000,44.4,1,1,0,1,0,0,1
13757000,45.8,1,1,1,1,0,1,0
42899000,131.2,3,2,0,2,0,1,0
32457000,115.8,3,1,0,1,1,1,1
35660000,126.1,2,2,2,1,1,1,1
8587000,82.3,3,1,0,1,0,1,0
20959000,94.1,3,1,0,1,0,1,1
26487000,100.0,3,1,0,1,1,1,0
14998000,48.2,1,1,0,1,0,1,0
10999000,50.7,1,1,0,1,0,0,1
16796000,68.9,1,1,3,1,1,1,0
12600000,46.9,1,1,0,1,0,0,1
22208000,95.9,2,1,2,1,0,0,1
31392000,164.9,4,2,0,2,0,2,0
24274000,92.8,2,1,1,1,1,1,0
8275000,75.0,2,1,0,1,0,1,0
32812000,119.5,3,2,0,1,0,1,0
17235000,84.2,2,1,0,1,0,1,1
25394000,104.2,3,1,1,1,0,1,1
17094000,88.5,3,1,0,1,0,1,0
17469000,107.9,3,1,1,1,0,1,0
36220000,108.8,2,1,1,1,0,0,1
35838000,147.9,4,1,0,1,0,1,1
13932000,63.5,1,1,0,1,0,1,0
41797000,156.4,4,2,0,2,0,1,1
6500000,74.0,1,1,0,2,0,0,1
16729000,77.4,3,1,0,2,0,0,1
24780000,98.3,3,1,0,1,0,1,0
22214000,69.9,1,1,1,1,0,0,1
18383000,95.5,3,1,0,1,0,0,1
23605000,106.6,3,1,0,1,1,1,0
23371000,85.4,2,1,2,1,1,1,0
26232000,97.5,2,1,2,1,1,0,1
27564000,98.1,2,1,3,1,1,0,1
4333000,64.9,1,1,0,1,0,0,1
27066000,120.6,3,1,0,1,0,1,0
26188000,116.2,2,1,1,1,1,1,0
36868000,157.5,3,2,0,2,0,1,1
22000000,156.3,5,1,0,2,0,1,0
12699000,92.2,3,1,0,1,0,1,0
22049000,121.8,3,1,0,2,0,1,0
7484000,61.9,1,1,0,1,0,0,1
18664000,112.9,4,1,0,2,0,1,1
8352000,58.6,1,1,0,1,0,1,0
33229000,90.3,2,1,0,1,0,1,0
16461000,62.4,1,1,0,1,0,1,0
30886000,103.1,2,1,2,1,1,0,1
21102000,82.8,2,1,0,1,0,1,1
29986000,116.9,2,1,0,1,0,1,0
35949000,120.0,4,1,0,1,1,1,1
23768000,68.5,1,1,1,1,0,0,1
15432000,53.5,1,1,0,1,0,1,1
13284000,80.1,2,1,0,1,0,1,0
10225000,64.7,2,1,0,1,0,1,0
16835000,84.3,2,1,0,1,0,1,0
18902000,60.7,1,1,0,1,0,0,1
27245000,98.1,2,1,2,1,1,0,1
27000000,92.1,2,1,2,1,1,1,1
28166000,112.7,2,1,0,1,0,1,0
20825000,79.8,1,1,1,1,0,0,1
17759000,82.9,3,1,0,1,0,1,0
23500000,100.7,3,1,0,1,0,1,1
21543000,102.1,3,1,0,1,0,1,0
18994000,82.1,2,1,0,1,0,1,1
21840000,94.6,2,1,2,1,0,1,0
26410000,123.5,4,1,0,1,0,1,1
22731000,98.8,3,1,0,1,0,1,0
11991000,51.0,1,1,1,1,0,1,0
11917000,50.0,1,1,1,1,0,1,0
12160000,51.0,1,1,1,1,0,1,0
12160000,50.0,1,1,1,1,0,1,0
12160000,51.0,1,1,1,1,0,1,0
15761000,53.9,3,1,0,1,0,1,0
19466000,53.4,1,1,0,1,0,0,1
37600000,120.3,2,2,3,1,1,1,1
22638000,72.9,2,1,0,1,1,1,0
12252000,51.0,1,1,1,1,0,1,0
18355000,84.7,2,1,0,1,0,1,0
21955000,82.6,3,1,0,1,0,1,0
16767000,91.9,2,1,0,2,0,1,0
17300000,87.5,2,1,0,1,0,1,1
35735000,177.7,3,2,0,1,2,1,2
35957000,107.5,2,1,1,1,1,1,1
39000000,124.8,3,2,1,1,1,1,1
24728000,78.7,2,1,0,1,0,1,0
19390000,82.7,1,1,2,1,0,0,1
35669000,130.2,3,1,2,1,1,1,1
33296000,116.9,3,1,0,1,0,1,1
16500000,93.1,3,1,0,1,0,1,0
20210000,102.5,3,1,0,1,0,1,0
27973000,125.9,3,2,0,1,0,1,1
20676000,80.1,2,1,1,1,1,1,0
11100000,60.6,1,1,0,1,0,1,0
16000000,87.2,2,1,0,1,0,1,0
30011000,118.6,3,1,0,1,0,1,0
33262000,97.5,2,1,1,1,1,0,1
11679000,72.2,2,1,0,1,0,1,0
23424000,82.8,2,1,2,1,1,0,1
20088000,80.0,2,1,0,1,0,1,1
37800000,119.9,3,2,1,1,0,1,1
27775000,116.1,3,1,0,1,0,1,1
30964000,130.7,3,1,1,1,1,1,0
25500000,87.5,2,1,2,1,0,0,1
21786000,94.4,2,1,0,1,0,1,0
21010000,93.7,4,1,0,1,0,1,0
21984000,105.8,3,1,0,1,0,1,0
25972000,65.4,1,1,2,1,0,0,1
14200000,55.5,2,1,0,1,0,0,1
29437000,113.1,3,1,0,1,0,1,0
24896000,121.6,3,1,0,1,0,0,1
19682000,78.8,2,1,0,1,0,1,0
17205000,94.8,4,1,0,2,0,1,0
18786000,77.3,2,1,1,1,0,1,0
27486000,130.7,3,1,1,1,1,1,0
21482000,70.5,2,1,0,1,0,1,0
36375000,130.2,3,1,2,1,1,1,1
24360000,109.8,3,1,1,1,1,1,0
42267000,111.4,2,1,4,1,1,1,1
22396000,96.1,2,1,0,1,0,0,1
22396000,96.1,2,1,0,1,0,0,1
9182000,61.5,1,1,0,1,0,1,0
11860000,29.3,1,1,0,1,0,0,1
27522000,106.2,4,2,0,1,0,1,1
53579000,230.0,4,2,1,2,1,1,2
25979000,106.1,3,1,0,1,0,1,0
14506000,75.1,2,1,0,1,0,1,0
15317000,53.4,1,1,1,1,0,0,1
17485000,53.4,1,1,1,1,0,0,1
25857000,102.1,2,1,2,1,0,0,1
32676000,125.9,3,1,2,1,1,1,1
31963000,123.2,2,1,3,1,1,1,1
33247000,120.9,2,1,3,1,1,0,1
36972000,126.1,2,2,2,1,1,1,1
15938000,62.7,1,1,0,1,0,1,1
26560000,81.9,3,1,0,1,0,0,1
30857000,117.0,3,1,0,1,0,1,0
33718000,139.8,4,1,0,1,0,1,1
22222000,88.6,1,1,0,1,0,1,0
23321000,105.5,3,1,0,1,0,0,1
13364000,46.3,1,1,0,1,0,1,1
23511000,74.7,2,1,0,1,0,1,0
6791000,83.5,2,1,0,1,0,1,0
14144000,47.6,1,1,2,1,0,0,1
25877000,109.4,3,1,1,1,0,1,0
18493000,69.5,2,1,0,1,0,1,0
16575000,84.0,2,1,1,1,0,1,0
22972000,90.6,3,1,0,1,0,1,1
24993000,107.4,1,1,0,1,0,1,0
23520000,101.4,3,1,1,1,0,1,0
14995000,60.3,2,1,0,1,0,0,1
25261000,108.3,3,1,0,2,0,1,0
20400000,87.6,2,1,0,1,0,1,0
44704000,217.8,5,2,0,1,0,1,1
17500000,85.1,3,1,0,2,0,0,1
23152000,78.8,1,1,0,1,0,1,0
28966000,150.6,5,2,0,2,0,1,1
19853000,89.8,3,1,0,1,0,1,0
19352000,59.4,1,1,0,1,0,1,0
17678000,75.3,1,1,0,1,0,1,0
25960000,106.4,3,1,1,1,1,1,0
21710000,70.5,2,1,0,1,0,1,0
22979000,77.6,2,1,1,1,1,0,1
20384000,90.7,3,1,0,1,0,1,1
27706000,105.8,2,1,2,1,1,1,1
27433000,92.4,3,1,0,1,0,1,0
18287000,74.1,2,1,0,1,0,1,1
36596000,97.7,2,2,0,1,0,1,1
25316000,86.9,2,1,2,1,0,0,1
19488000,78.1,2,1,0,1,0,1,0
24920000,112.4,3,1,0,1,0,1,0
17838000,100.6,3,1,0,1,1,1,0
27076000,97.1,2,1,0,2,0,1,0
21959000,107.7,3,1,0,1,0,1,0
12892000,91.8,3,1,0,1,0,1,0
13605000,57.0,1,1,0,1,0,1,0
30788000,122.9,4,1,0,1,0,1,0
14083000,63.6,1,1,1,1,0,1,1
19378000,47.9,1,1,0,1,0,1,0
21902000,87.2,2,1,0,1,0,1,0
21300000,70.5,2,1,0,1,0,1,0
23648000,87.6,2,1,0,1,0,1,1
30155000,104.4,3,1,0,1,0,1,1
30974000,106.5,3,1,0,1,0,1,1
22464000,110.6,4,1,0,1,0,0,0
18808000,92.7,2,1,0,1,0,0,1
19387000,103.8,3,1,0,1,0,1,0
29423000,125.3,3,1,1,1,0,1,0
16241000,46.1,1,1,0,1,0,0,1
25391000,98.2,3,1,3,1,1,1,0
27466000,119.1,3,1,0,1,0,1,0
11523000,55.4,1,1,0,1,0,1,0
60322000,173.8,3,2,2,1,2,0,2
18464000,56.9,1,1,0,1,0,1,0
12550000,41.6,1,1,0,1,0,1,0
27103000,105.9,2,1,1,1,1,1,0
14209000,72.2,2,1,0,1,0,0,1
11581000,48.1,1,1,1,1,0,1,0
14577000,65.2,1,1,0,1,0,1,0
27483000,97.9,3,1,0,1,0,1,0
15413000,55.2,1,1,0,1,0,1,0
22466000,78.3,3,1,0,1,0,1,0
16563000,57.0,1,1,0,1,0,1,0
16638000,71.2,1,1,0,1,0,1,0
37494000,121.3,2,1,0,1,0,1,0
23688000,103.5,3,1,0,1,0,1,0
11449000,52.0,1,1,0,1,0,0,1
24455000,81.0,2,1,0,1,0,1,0
26656000,95.8,2,1,2,1,1,0,1
16993000,99.0,2,1,0,1,0,1,0
12949000,47.8,1,1,0,1,0,0,1
16474000,61.3,1,1,0,1,0,1,0
34500000,102.3,1,1,2,1,0,1,1
27909000,89.4,2,1,2,1,0,0,1
33851000,118.4,2,1,1,1,1,1,1
25518000,91.7,2,1,2,1,0,0,1
33160000,119.0,3,1,0,1,0,1,0
33245000,106.1,3,1,0,1,0,1,0
18000000,94.2,2,1,0,1,0,1,0
38034000,119.3,2,2,1,1,1,1,1
33866000,155.7,5,2,0,2,0,1,0
28379000,108.4,3,1,0,1,0,0,1
21503000,69.6,1,1,1,1,0,0,1
35872000,159.3,3,1,0,2,0,1,0
23971000,112.4,3,1,0,1,0,1,0
23588000,109.0,3,1,1,1,0,1,1
46171000,134.8,2,1,1,1,1,1,1
24886000,118.7,3,1,0,2,0,0,1
23239000,80.8,2,1,0,1,0,1,1
19368000,79.6,3,2,0,1,0,0,1
17181000,46.6,1,1,0,1,0,1,0
20981000,96.3,2,1,0,1,0,0,1
23856000,90.5,3,1,0,1,0,0,1
35757000,108.1,2,1,0,1,0,1,0
